[0, "we break dance not hearts by Short Stack is my ringtone.... i LOVE that !!!.....\n"]
[1503, "- about to pop in a  &amp; chill a bit... get it innnnn.! call n text\n"]
[1504, "@Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why  theater fl.. http://tr.im/nfKO\n"]
[1505, "cant get up to auckland to watch jb 3d . im soo gutterd. suppose i have to wait till the dvd release..\n"]
[1506, "\" downloaded one  yesterday and having some problem with that\n"]
[1507, "h dont know who to go to teh s with Sir. Lolz alot ^o^\n"]
[1508, "ah belhblehbleh the familys watching a e and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!\n"]
[1509, "alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the s to go see stupid hannie montannie!\n"]
[1510, "any comment on the latest star trek ? is it nice?\n"]
[1511, "\" done with benjamin button\n"]
[1512, "\" Damn\n"]
[1513, "\" elaina and sarah are over\n"]
[1514, "- fresh out the shower. I wanna go to the s tonight\n"]
[1515, "- having a smoothie and watchin a ..\n"]
[1516, "i could be at a  right now with someone...\n"]
[1517, "\" i just want to crawl in bed with some cough drops\n"]
[1518, "\"- mac &amp; cheese and a\n"]
[1519, "i laid down for a little bit and fell asleep. So much for the s......\n"]
[1520, "i love my parents. they already bought me  studio. and they are still getting me a camera. and they got me the t.swift tickets.\n"]
[1521, "i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the s SUCK. i'll still see 6 though!\n"]
[1522, "i need to find another series of books to read! ahhhh Kellan Lutz is so damn hot...I'm thinking of having a KELLAN MARATHON of s!\n"]
[1523, "i wish someone was here to watch this  with me. sucks watching titanic alone. haha depresing!\n"]
[1524, "oh nooo crying time..this part of the  is so sad\n"]
[1525, "\" i want s\n"]
[1526, "\" Im sorry Marena. If you liked scary s\n"]
[1527, "- sad that i'm not going pub quiz boozing again this week.  will have to settle for a bottle of ale and a\n"]
[1528, "So many old but good s on TV tonight. National Lampoons Vacation then The Princess Bride. Wonder of I will ever get to bed?\n"]
[1529, "So so sick..gonna get wrapped up warm and watch some s\n"]
[1530, "I won't see you at all tomorrow. Its work then s. Then sleep before more work. The one day a yr I should see you I won't...\n"]
[1531, "SRK has some health problem in this  which he can't tell to even his closed ones.. I can so much relate to this..\n"]
[1532, "\" It's raining in Hampton Roads\n"]
[1533, "\" JBWCKZ today. going into boston and staying over my uncles w. my cousins I got the uninvited  fav   text\n"]
[1534, "It looks like both my girls are bailing on the  night  http://plurk.com/p/120n2f\n"]
[1535, "just watched the  Wanted... it was pretty darn good.\n"]
[1536, "kind of a bummer tht we can only choose between going to church or goin to the s rather than going to both as originally planned\n"]
[1537, "-- Kill me.I want to die. Put a bullet in my heeeeaaaad.  Ten points if you can name the ...  .... i miss my cell.\n"]
[1538, "- What a wonderful way to waste a day  Watching both the Harold and Kumar s\n"]
[1539, "\" my Followers\n"]
[1540, "the columbus blue jackes may be ing to anew city to play at  thats sad news\n"]
[1541, "The  starts at 3:45 and its only 3:30\n"]
[1542, "#E3 I agree Kotor should be a\n"]
[1543, "#093M3 Yep I've resorted to hiring a lot of s seeing that all the domestic channels are playing sports\n"]
[1544, "lunch wid family! thirsty now! watching an old  which sis loan: wild child.\n"]
[1545, "theater here isnt doing midnight showings. wearing my starscream t-shirt. feels good\n"]
[1546, "\"\n"]
[1547, "\"#angelsanddemons if you like the book\n"]
[1548, "#FRF The Rocker: 6/10. Fun. Frolicking. Foolish. A tad like 'School of Rock'. Songs were amateurish yet good. Enjoyable\n"]
[1549, "nyc. Fuck I shouldn't be watching s set in the city\n"]
[1550, "ok...seriously... this is the most depressing  ever. I wanna  just give these people a hug. this is HORRIBLE.\n"]
[1551, "#iremember Watchin the  Clueless singin': 'Rollin with the Homies' LOL\n"]
[1552, "\"#awards JonasFriends\n"]
[1553, "#awards Momento WTF owna!!!\n"]
[1554, "#misquotes &quot;this coffee tastes like sh!t&quot; .. 'it is sh!t Austin'\n"]
[1555, "#misquotes Badgers!? We don't need no stinking badgers! - The Treasure of the Sierre Madre (shld be badges)\n"]
[1556, "\"#mtvawards - 'Twilight' for Best Movie! And\n"]
[1557, "#myweakness a good  and chocolate\n"]
[1558, "#HannahMontana  - I also have to add that I do like Hannah / Miley and the  made me laugh and cry.  The cowboy was a doll baby\n"]
[1559, "\"#iloves The shining\n"]
[1560, "#inaperfectworld I couldn't watch every  via Bootleg\n"]
[1561, "#inappropriates &quot;Alive&quot; re:the missing plane\n"]
[1562, "#Inappropriates I know How You Did Last Summer\n"]
[1563, "#twithelp from @ashbadash: : i'm homeee that was tres fun. maybe gonna watch a ? any suggestions?  http://tinyurl.com/d85s7q\n"]
[1564, "#iremember when they used to hnd out power ranger toys w/ happy meals...speakin of power rangers i want my  @prrivera07 haha jk\n"]
[1565, "#KevinJonas I saw your  yesterday\n"]
[1566, "\"#myweakness: romance s\n"]
[1567, "#New Moon trailer was better than Twilight . The only problem is that Edward Cullen won't have too much exposure since he left.\n"]
[1568, "#NewMoon is going to change the world. its hoing to be the best  of 2009.  reading the book AGAIN!\n"]
[1569, "#startrek great\n"]
[1570, "&lt;3 c u all tweeters &lt;3   going to c a .\n"]
[1571, "\"&quot;And Daddy\n"]
[1572, "\" true....  acha i prolly wont go 2 the s\n"]
[1573, "waiting for claire to leave to glendale for the  tonight then exploring\n"]
[1574, "\"\"\" Brokeback Mountain \"\" is a great short story and explains more\n"]
[1575, "\"&quot;..aww\n"]
[1576, "\"&quot;Hangover&quot; was a good\n"]
[1577, "&quot;Hangover&quot; was by far the funniest  ever!!!! A must see\n"]
[1578, "&quot;He's just not that into you...&quot; &lt;3 this !\n"]
[1579, "#adinarayanap - Welcome to twitter.  Hope you enjoy the  at my place\n"]
[1580, "&quot;Angels &amp; Demons&quot; is my current most favorite  of 2009. Awesome! Just watched it with mami @litadiarist &amp; aunt @vincamiller.\n"]
[1581, "&quot;Arsenic and Old Lace&quot; is on tv! One of my favorite old s - I can't believe it  So perfect for bewitching hour.\n"]
[1582, "&quot;how do you like them apples&quot; is from the  Rio Bravo. Good Will Hunting make a lot more sense now.\n"]
[1583, "\"#Dialogue #Trivia - If we pull this off\n"]
[1584, "&quot;If you're not a frikkin tard you will prevail!&quot;  Name that !\n"]
[1585, "&quot;cuz I'm the 1 yall need 2 b worried abt&quot; LMAO!!! I &lt;3 this !!! I miss concepts of science my last undergrad class\n"]
[1586, "#favquote &quot;Ain't nobody's business but ours&quot; - Brokeback Mountain  my GOD i love that ! heath ledger is amazing&lt;3\n"]
[1587, "\"#favquote &quot;It's go go\n"]
[1588, "&quot;Immortality! Take it! It's yours!&quot; What  is this?\n"]
[1589, "&quot;In America&quot; is such a sad ...  consubfm\n"]
[1590, "\"#flyaldy dh just put in terminator\n"]
[1591, "&quot;Lars and the Real Girl&quot; is such a sad and lonely .  I'm so flipping Emo tonight.\n"]
[1592, "&quot;life or something like that&quot; Angelina Jolie i do not like you with blond hair ! lol this  is pretty good\n"]
[1593, "\"&quot;every night has a playlist&quot; this was a great evening: friends\n"]
[1594, "\"&quot;Hey\n"]
[1595, "\"&quot;name please&quot; &quot;Dawson\n"]
[1596, "\"&quot;I\u00ef\u00bf\u00bdve been thinking\n"]
[1597, "&quot;I'm not going home.  Not really.&quot;  *bursts into happy tears* I love this ...so bloody much...and @emmielovegood and @hptwilighter.\n"]
[1598, "#Goodpussy will have you watching that long ass Sex in the City  lolol....I think I just told on myself\n"]
[1599, "&quot;The Time Traveler's Wife&quot; trailer is up. She's not a readhead in the .  http://bit.ly/rmy0l\n"]
[1600, "&quot;Scream all you want small mailman... None of your mailman friends can hear you.&quot; This  makes me miss my boy\n"]
[1601, "#iloves but I haven't even watched Angels &amp; Demons yet!!\n"]
[1602, "#inappropriates the bisexual man\n"]
[1603, "&quot;up&quot; was HELLA good. i cried so much in that   i want it on dvd!\n"]
[1604, "&quot;we got the best...of both world !&quot;..lalala.. hahah. Watch late nite Hannah Montana . Tired and NEED to start STUDYING tmr !!! nitez\n"]
[1605, "&quot;the arms&quot; left the building around an hr ago  Cant sleep without them  boooo! Another chapter for the horror  in mind ;)\n"]
[1606, "&quot;the uninvited&quot; is the worst attempt of a scary . It failed  if you have seen it let me know what you thought  // cool ...\n"]
[1607, "#misquotes &quot;Itz not your beauty itz your booty&quot; ..lol sad part I dont know where that came from\n"]
[1608, "#misquotes This is stupid\n"]
[1609, "#misquotes WHY SO SERIOUS!!........i lost my wife\n"]
[1610, "#mtvawards tonight.... which means new moon trailer!!  cant wait!!!!\n"]
[1611, "\"&quot;Up&quot; - clever\n"]
[1612, "&quot;UP&quot; was a reeaaaaaalllllllllyyy sad\n"]
[1613, "#musicmonday - Jonas Brothers - &quot;Paranoid&quot; -- Really goes well with the  I'm watching. 'A Beautiful Mind'. LOVE this  so far.\n"]
[1614, "&quot;UP&quot; was outstanding from start to finish. A family  about life. Some things arent as they seem &amp; some are better.\n"]
[1615, "&quot;Up&quot; was the saddest  I've almost ever seen.  it was good too.\n"]
[1616, "\"&quot;wat zit da- euhl! hoe lang zit dat er al?&quot; Can't wait till exams are over\n"]
[1617, "#New Moon Too bad we don't get to see Jacob as a pedophile for another two s\n"]
[1618, "#Pacman - Congrats - Is there a  of the life of Pacman? I am interested to create and fund it\n"]
[1619, "\"&quot;Year One&quot;  premier showing was at capacity when we got there  But\n"]
[1620, "\"&quot;Yes Man&quot; is a FANTASTIC\n"]
[1621, "(cont.)And is going to bed after this LifeTime . So ima say Goodnightttt now  &lt;33\n"]
[1622, "#the hangover... saw it Monday night. I will be watching it again. One of the funniest s EVER\n"]
[1623, "(: date @ The s w/ ant Is done (: had fun ! &lt;33\n"]
[1624, "\"* g * But\n"]
[1625, "*alert* one of my fave s is on the five heartbeats yay and I thought today couldn't get any better  http://myloc.me/4Kby\n"]
[1626, "(8)Breath into my hands or cup them like a glass to drink from..(8) &quot;But I'm a Cheerleader&quot; is a good .  Still have no idea who I am.\n"]
[1627, "(Hopefully) Going to the s today!!\n"]
[1628, "(Jess) is watching the mtv  awards.\n"]
[1629, "\"(sigh) just disappointed is all... we had plans to do kid-free things together (golf\n"]
[1630, "*fingers crossed* oh please please please please please please let me be a finalist! PLEEEEASE! @LOOKthe\n"]
[1631, "&quot;Adventures in Babysitting&quot; with my Big Buddar \u00e2\u2122\u00a5....one of the greatest s ever from the 1980's!!\n"]
[1632, "\"&quot;Am I supposed to run from every guy that doesn't like me?&quot; &quot;Um\n"]
[1633, "*sigh* Study study study. Wish I had more time to myself! I need a haircut. Having a few  marathons over the long weekend. Fun times\n"]
[1634, "\"&quot;Bioshock&quot;  on hold\n"]
[1635, "&quot;Bitch I don't know your life!&quot; lmao Baby mama.. Best  next to Borat\n"]
[1636, "&quot;born in east la &quot; is a down ...brings back some memories   anyone down to smoke home herd tonight?\n"]
[1637, "\"&quot;eternal sunshine of the spotless mind. each prayer accepted\n"]
[1638, "*Waiting for Isabelle*  s s s\n"]
[1639, "\"\n"]
[1640, "\"&quot;i'd rather fight with you than sleep with anyone else&quot;  awwhhh\n"]
[1641, ".. Oh my... When i saw the Twilight: New Moon trailer.. I was like &quot;oh my girdle&quot; like 15 times.. ah.. i'm so psyched for the !!\n"]
[1642, ".. Well that was a sad .\n"]
[1643, "&quot;lifes a climb but the view is great &quot; my fave quote from the hannah montana\n"]
[1644, "\".. watching &quot;The Girlfriend Experience&quot;  in the background\n"]
[1645, "&quot;New Moon&quot; trailer has me really excited it looks so much better than the first ! smooth special effects\n"]
[1646, "\"&quot;Son-in-Law&quot; on CMT... Never thought I'd watch this channel\n"]
[1647, "&quot;The Hangover&quot; is the funniest  of the decade.\n"]
[1648, "&quot;The Holiday&quot; is such a cute and lovely  !!  &lt;3 it !\n"]
[1649, "&quot;they call me edward trigger hands.&quot;-- dance flick. lmfao. that  sucked. what a waste of time. kinda funny though.\n"]
[1650, "&quot;They're gonna make a  about you..the broke &amp; homeless law student wears gucci&quot;~My momma\n"]
[1651, "&quot;Troy&quot; is one of THEE BEST s... EVER! And its on!\n"]
[1652, "...and some others I can remember. We need a new one. How about A Clockwork Orange? A  about psychos sounds good to me.\n"]
[1653, "&quot;up&quot; is fucking cutest  i've seen in awhile. philly in the morning to see hubbard!!\n"]
[1654, "&quot;UP&quot; sad   but still good\n"]
[1655, "&quot;UP&quot; was quite possibly thee most random  ever but still made me a happy girl\n"]
[1656, "&quot;Up&quot; was such an awesome/cute\n"]
[1657, "\"&quot;you're worth losing self esteem\n"]
[1658, "...to watch them. He is the biggest anti-talent i've ever seen in  making.\n"]
[1659, "\"...on date. Boy doesn want a gf\n"]
[1660, "(@Shay_Ss) alone on friday...    i better not be alone 2morrow... i need a hug... ok dis  already booorrriiinnnggg\n"]
[1661, ".@corrisarah777 http://www.twelve34films.com/work/replacementchild.php  The  with your favorite history teacher!\n"]
[1662, "* brokeback mountain is an awesome ..\n"]
[1663, "...will Ferrel  marathon in bed  so bored but feeling slightly better. I hate word limits.\n"]
[1664, "\".@redragon So far no\n"]
[1665, "**They Came from Upstairs** -a .  http://plurk.com/p/xgzgo\n"]
[1666, "*ugh* I can't even enjoy my   the way I want to...I'm so ready to leave home\n"]
[1667, "*watching MTV  awards\n"]
[1668, "\": our budget - the horror  that didn't scare anyone. In other words\n"]
[1669, "*who is a marie antoinette fan! i meant. i totallly love that . and im watching it now!\n"]
[1670, "? Twilight - best romantic  ever\n"]
[1671, "@ agne  we watching !\n"]
[1672, "; Another friday night cancel.  probably s with just Ashley.\n"]
[1673, "\"; Was going to go to the pool\n"]
[1674, "... there was no joke in there btw... There is a  in it and it's not just a plastic disc I can see through\n"]
[1675, "\"@ the s about to watch &quot;Up&quot;\n"]
[1676, "@ the s seeing &quot;Hangover&quot;  @bmann77 hit me up when ur done chillen!!\n"]
[1677, "@ the s w/ @StephenAGraham...we are gonna watch &quot;the Hangover&quot;\n"]
[1678, "@ the s with my boy New York.......lmao yes that's his nick name..... he low key cute but I still miss my baby\n"]
[1679, "@ the mtv  awards but i don't pay for a publisist so im not on the carpet\n"]
[1680, "...and still waiting   Back to my  I suppose\n"]
[1681, "@[Nitin_Santosh] man which s did u watch?..in Blore its fu*kin sh*t..no s on d run!\n"]
[1682, "@ cpk with the fam  then  w friends!\n"]
[1683, "\"@_can yeah\n"]
[1684, "@ s seeing the hangover! Nyc\n"]
[1685, "..is on  mode again  so cold monday...\n"]
[1686, "..r  plus state of play could be kl and i just cannot wait for the holidays..gotta study for english test  but still summer soon!!!!!\n"]
